_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4494841,31487,BP-45855,250,Victoria St,,,,,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3793508509932, 43.655533725834]]}"
4494842,31491,BP-28647,227,Gerrard St E,Gerrard St E,South,Seaton St,East,,13,Cabbagetown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3704107198797, 43.6615486144552]]}"
4494843,31492,BP-45684,290,Adelaide St W,Adelaide St W,North,Widmer St,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3910014734426, 43.6477568138957]]}"
4494844,31495,BP-45926,972,Ossington Ave,Hallam St,North,Ossington Ave,West,,09,Dovercourt Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4284087244148, 43.6679712831484]]}"
4494845,31501,BP-46043,17,John St,John St,South,Pantelis Kalamaris Lane,East,,05,Weston Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5173738429075, 43.7012014796023]]}"
4494846,31503,BP-36170,165,Bathurst St,Bathurst St,East,Perry Lane,South,,10,Queen Street West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4036508732134, 43.6467232515421]]}"
4494847,31507,BP-36356,400,Eastern Ave,Eastern Ave,North,Dibble St,East,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3451697965578, 43.6571038721216]]}"
4494848,31512,BP-36436,1006,Dufferin St,Dufferin St,West,Ln N Bloor E Dufferin,North,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4356749075983, 43.6604635982736]]}"
4494849,31513,BP-44467,208,Queens Quay W,Queens Quay W,North,York St,West,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3810243940034, 43.6399134046391]]}"
4494850,31514,BP-20647,361,University Ave,University Ave,East,Armoury St,South,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3870314522888, 43.6524994851967]]}"
4494851,31515,BP-31476,5111,Yonge St,Yonge St,East,Hillcrest Ave,North,,18,Willowdale,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4124736207419, 43.76831620534941]]}"
4494852,31516,BP-31539,755,Queen St E,Queen St E,South,Grant St,East,,14,Riverside District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3480873717621, 43.6591959281288]]}"
4494853,31517,BP-31621,787,Queen St E,Woodgreen Pl,East,Queen St E,South,,14,Riverside District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3466502141129, 43.6595180666825]]}"
4494854,31518,BP-31704,101,College St,College St,South,Elizabeth St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3883031124203, 43.6602101669333]]}"
4494855,31519,BP-29577,1491,Yonge St,Yonge St,East,Delisle Ave,South,,12,Yonge & St. Clair,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.39437403957541, 43.6889781328521]]}"
4494856,31520,BP-30883,23,Regent St,Sutton Ave,North,Regent St,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3636391491347, 43.6580272783509]]}"
4494857,31521,BP-30964,10,Harbour St,Harbour St,North,Lake Shore Blvd E,West,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3758472796199, 43.6429469343595]]}"
4494858,31522,BP-31048,132A,Berkeley St,Berkeley St,West,Ln S Queen E Berkeley,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3656137926839, 43.6548497456792]]}"
4494859,31523,BP-22265,60,Carlton St,Church St,West,Carlton St,North,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3795528088291, 43.6621078115496]]}"
4494860,31524,BP-21427,111,Front St E,Front St E,South,Jarvis St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3707938226078, 43.649560579423]]}"
4494861,31525,BP-21323,105,Front St E,Front St E,South,Jarvis St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3711756394037, 43.6494058988743]]}"
4494862,31526,BP-20050,1102,Bay St,Bay St,West,St Mary St,North,,11,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3887675488261, 43.667759313693]]}"
4494863,31528,BP-20868,230,Front St W,Front St W,North,Simcoe St,West,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3862797564459, 43.6446108181918]]}"
4494864,31529,BP-20927,379,St Clair Ave W,St Clair Ave W,South,Wells Hill Ave,East,,12,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4152889366281, 43.6835754734473]]}"
4494865,31530,BP-20990,328,Dupont St,Macpherson Ave,South,Ln W Walmer N Macpherson,West,,12,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4094498048477, 43.6753804037657]]}"
4494866,31531,BP-21105,109,Queen St E,Queen St E,South,Mutual St,West,,13,Historic Queen East,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3746961648384, 43.6533175988734]]}"
4494867,31532,BP-31813,431,King St E,King St E,South,Pemberton St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3616646273025, 43.6535542677323]]}"
4494868,31533,BP-31914,314,Roncesvalles Ave,Roncesvalles Ave,West,Constance St,North,,04,Roncesvalles Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4505257297272, 43.649880285709]]}"
4494869,31534,BP-30025,1669,Eglinton Ave W,Eglinton Ave W,South,Glenholme Ave,West,,12,York-Eglinton,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.445968605981, 43.6965222338716]]}"
4494870,31535,BP-30085,3379,Yonge St,Golfdale Rd,North,Yonge St,East,,15,Yonge Lawrence Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4037555464597, 43.7321022629847]]}"
4494871,31536,BP-30210,907,College St,College St,South,Delaware Ave,South,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4252287714343, 43.6537875033496]]}"
4494872,31537,BP-31061,16,Hendon Ave,Yonge St,West,Hendon Ave,North,,18,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.41687285644122, 43.7819678549847]]}"
4494873,31538,BP-31094,30,Harbour St,Bay St,East,Harbour St,North,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3774220381309, 43.6423575586418]]}"
4494874,31539,BP-31230,286,Harbord St,Euclid Ave,West,Herrick St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4137843324132, 43.6614850589963]]}"
4494875,31540,BP-27991,765,Queen St W,Queen St W,South,Euclid Ave,West,,10,West Queen West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4079523476675, 43.64633590267601]]}"
4494876,31541,BP-28040,421,Parliament St,Parliament St,East,Woodward Evans Lane,South,,13,Cabbagetown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3671678099902, 43.6625514762262]]}"
4494877,31542,BP-35858,1120,Dundas St E,Dundas St E,North,Logan Ave,East,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3434262868978, 43.6640939300476]]}"
4494878,31547,BP-13373,1929,Davenport Rd,,,Laughton Ave,,,09,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4560436815512, 43.6702121883699]]}"
4494879,31552,BP-19691,699,Bloor St W,Bloor St W,South,Clinton St,West,,11,Korea Town,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4174459884174, 43.663696484174]]}"
4494880,31553,BP-19769,231,Fort York Blvd,Fleet St,North,Fort York Blvd,East,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4063944511212, 43.6364302177522]]}"
4494881,31554,BP-19706,316,Bloor St W,Madison Ave,West,Bloor St W,North,,11,Bloor Annex,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4028536903134, 43.6671542918871]]}"
4494882,31574,BP-33897,3,Howland Rd,Gerrard St E,North,Howland Rd,North,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3469462342928, 43.6667773596689]]}"
4494883,31579,BP-27519,3164,Yonge St,Yonge St,West,Bedford Park Ave,South,,08,Yonge Lawrence Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4028961535608, 43.727293310249905]]}"
4494884,31582,BP-32351,2177,Queen St E,Queen St E,South,Lee Ave,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.297569450072, 43.6704931958636]]}"
4494885,31583,BP-26389,566,Dupont St,Dupont St,North,Hammond Pl,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4180668041164, 43.6724148387821]]}"
4494886,31585,BP-32378,1915,Queen St E,Queen St E,South,Herbert Ave,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3042357411551, 43.669015113798]]}"
4494887,31586,BP-32281,934,Yonge St,Yonge St,West,Frichot Ave,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.38864114804781, 43.6745703332266]]}"
4494888,31587,BP-30009,2591,Eglinton Ave W,Eglinton Ave W,South,Keele St,South,,05,Eglinton Hill,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4739009108218, 43.690330844334]]}"
4494889,31588,BP-18897,2797,Bathurst St,Bathurst St,East,Glencairn Ave,North,,08,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4281085712557, 43.7126759414361]]}"
4494890,31590,BP-27668,250,College St,College St,North,Huron St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3987279979502, 43.6582372772257]]}"
4494891,31591,BP-20949,175,Kendal Ave,Davenport Rd,South,Walmer Rd,West,,12,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4106753888628, 43.676743906866]]}"
4494892,31592,BP-34850,2190,Yonge St,Yonge St,West,Soudan Ave,North,,12,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.39811753636582, 43.7051826227812]]}"
4494893,31595,BP-32024,564,Parliament St,Parliament St,West,Amelia St,North,,13,Cabbagetown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.369299703461, 43.6673177292852]]}"
4494894,31598,BP-30063,1761,Eglinton Ave W,Eglinton Ave W,South,Northcliffe Blvd,West,,12,York-Eglinton,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4483655897215, 43.6960183604653]]}"
4494895,31600,BP-46262,130,Harbord St,Harbord St,North,York St,West,BP-46262,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3819854702345, 43.6408050780145]]}"
4494896,31601,BP-45962,147,Dundas St E,Mutual St,East,Dundas St E,South,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3754629222455, 43.6565902395713]]}"
4494897,31604,BP-36708,66,Maitland St,Maitland St,North,Church St,West,,13,Church-Wellesley Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3808186955999, 43.6646575526746]]}"
4494898,31605,BP-46021,1955,Yonge St,Yonge St,East,Millwood Rd,North,,12,Midtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3967604603187, 43.6996333231985]]}"
4494899,31607,BP-19123,573,King St E,King St E,South,St Lawrence St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3571583203749, 43.6561950334302]]}"
4494900,31608,BP-36811,1093,Bloor St W,Gladstone Ave,East,Bloor St W,South,,09,Bloorcourt Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.43365020160302, 43.6598878221319]]}"
4494901,31609,BP-46161,1,Dundas St W,Dundas St W,South,Yonge St,West,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.38276472699191, 43.6558352766735]]}"
4494902,31629,BP-35949,1016,Gerrard St E,Gerrard St E,North,Marjory Ave,West,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.337846255915, 43.6687804457103]]}"
4494903,31630,BP-33849,1147,Davenport Rd,Davenport Rd,South,Alberta Ave,South,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.43147297655511, 43.6746008389223]]}"
4494904,31631,BP-33936,705,Queen St E,Broadview Ave,West,Queen St E,South,,14,Riverside District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3498628701318, 43.6587069353329]]}"
4494905,31632,BP-36032,236,King St E,King St E,North,Sherbourne St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.36781105600251, 43.6514311443346]]}"
4494906,31634,BP-28910,1005,King St W,King St W,South,Shaw St,East,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4146349996613, 43.6414274197887]]}"
4494907,31635,BP-28972,764,King St W,King St W,North,Tecumseth St,West,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4054510922645, 43.64342617593841]]}"
4494908,31636,BP-29040,429,College St,College St,South,Bathurst St,East,,11,,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4073605142612, 43.6563931472894]]}"
4494909,31637,BP-29167,275,Bathurst St,Bathurst St,East,Ln S Dundas W Bathurst,South,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4054414681822, 43.6512132583178]]}"
4494910,31638,BP-32787,792A,St Clair Ave W,St Clair Ave W,North,Ln W Arlington S St Clair,West,,12,Hillcrest Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4297012649263, 43.6809672141972]]}"
4494911,31639,BP-34902,27,St Clair Ave E,St Clair Ave E,South,Alvin Ave,East,,12,Yonge & St. Clair,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3924701953133, 43.6883544849515]]}"
4494912,31640,BP-32973,742,Spadina Ave,Spadina Ave,West,Bloor St W,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4036325790532, 43.6661729775246]]}"
4494913,31641,BP-23563,610,University Ave,University Ave,West,Orde St,South,,11,,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3899620313232, 43.6580770614758]]}"
4494914,31642,BP-23601,621,University Ave,University Ave,East,Orde St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3895410074233, 43.6583182066027]]}"
4494915,31643,BP-22408,777,Bay St,College St,South,Bay St,East,,11,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3849621219491, 43.6609034766386]]}"
4494916,31644,BP-22367,40,College St,College St,North,Bay St,East,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3850766917539, 43.661049998732]]}"
4494917,31645,BP-22499,137,Edward St,Edward St,South,University Ave,East,,11,,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.388020031391, 43.6554850910649]]}"
4494918,31646,BP-33966,11,Elm Ave,Elm Ave,South,Mount Pleasant Rd,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3794796502357, 43.6746538718499]]}"
4494919,31647,BP-31972,83,Lynd Ave,Ln S Dundas E Lynd,East,Lynd Ave,East,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4482033819602, 43.651795763687]]}"
4494920,31648,BP-32069,111,Yonge St,Adelaide St E,North,Yonge St,East,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3781840328196, 43.6505436037904]]}"
4494921,31649,BP-34158,535B,Bloor St W,Lippincott St,East,Bloor St W,South,,11,Bloor Annex,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4098077271936, 43.6651302969069]]}"
4494922,31651,BP-29252,492,Queen St W,Queen St W,North,Ln E Portland S Queen,West,,10,Queen Street West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4010716288862, 43.6478494147553]]}"
4494923,31652,BP-29365,55,Lake Shore Blvd E,Cooper St,West,Lake Shore Blvd E,South,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3721531650301, 43.6442746785425]]}"
4494924,31653,BP-29434,1166,Weston Rd,Weston Rd,West,Hollis St,West,,05,Mount Dennis,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4904716419548, 43.6872872425696]]}"
4494925,31654,BP-29507,551,Church St,Church St,East,Monteith St,North,,13,Church-Wellesley Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3813183734469, 43.66688385991]]}"
4494926,31655,BP-23663,43,Charles St W,Charles St W,South,La Scala Lane,East,,13,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3879328394931, 43.6682764531058]]}"
4494927,31657,BP-23959,81,Elizabeth St,Hagerman St,South,Elizabeth St,East,,10,,Rack,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3842971160935, 43.653988653092405]]}"
4494928,31670,BP-01883,77,Howard St,Ontario St,East,Howard St,South,,13,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3734398941448, 43.6709977663328]]}"
4494929,31686,BP-32582,97,Collier St,Park Rd,West,Collier St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.384917023161, 43.6723616623035]]}"
4494930,31687,BP-18429,1109,Bay St,Bay St,East,Charles St W,South,,13,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3885688077201, 43.6678420764182]]}"
4494931,31688,BP-23722,49,Hayden St,Hayden St,South,Charles St E,North,,11,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3842774863512, 43.6698709523904]]}"
4494932,31689,BP-35467,105,Mc Caul St,Mc Caul St,East,Dundas St W,South,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3910729940205, 43.6536582726988]]}"
4494933,31691,BP-36767,2,Bartlett Ave,Bartlett Ave,West,Bloor St W,North,,09,Bloorcourt Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.433022729791, 43.660430606406]]}"
4494934,31692,BP-27205,329,St George St,Dupont St,South,St George St,East,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4032981605543, 43.6755700908637]]}"
4494935,31693,BP-18625,168,Dan Leckie Way,Dan Leckie Way,West,Fort York Blvd,North,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3983477161857, 43.6400260039906]]}"
4494936,31694,BP-35764,600,Fleet St,Fleet St,North,Iannuzzi St,East,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4005361074371, 43.6364824295034]]}"
4494937,31696,BP-25174,2143,Danforth Ave,Danforth Ave,South,Cedarvale Ave,West,,19,Danforth Mosaic,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.311235201024, 43.6859548064875]]}"
4494938,31697,BP-18773,1183,Queen St E,Queen St E,South,Rushbrooke Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3320344915227, 43.6627815843491]]}"
4494939,31698,BP-35933,300,Carlaw Ave,Carlaw Ave,West,Ln E Natalie N Colgate,East,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.34118635231161, 43.6635627765582]]}"
4494940,31700,BP-21947,397,Front St W,Front St W,South,Spadina Ave,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3933594990878, 43.6427707224599]]}"
4494941,31702,BP-35321,239,College St,Huron St,West,College St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3981543016992, 43.6579854768991]]}"
4494942,31703,BP-29770,299,Morningside Ave,Tefft Rd,South,Morningside Ave,East,,25,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.1871358812347, 43.7726945334457]]}"
4494943,31706,BP-35505,50,Baldwin St,Baldwin St,North,Beverley St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3954629950585, 43.6557048686867]]}"
4494944,31709,BP-45148,571,Jarvis St,Jarvis St,East,Isabella St,South,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3792055049063, 43.6686609042183]]}"
4494945,31710,BP-35659,51,Dockside Dr,Dockside Dr,South,Queens Quay E,South,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3652817273784, 43.6442671023321]]}"
4494946,31711,BP-24310,2453A,Bloor St W,Bloor St W,South,Jane St,South,,04,Bloor West Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4846399468261, 43.6491007202051]]}"
4494947,31712,BP-36177,15,Bathurst St,Lake Shore Blvd W,South,Bathurst St,East,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3991556449083, 43.6365216182816]]}"
4494948,31713,BP-22430,40,College St,College St,North,Grenville St,South,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3849147560197, 43.6610867143221]]}"
4494949,31744,BP-24033,40,Dundas St W,Dundas St W,North,Dundas St E,West,,11,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3816624886872, 43.6562385986815]]}"
4494950,31745,BP-22559,90,Shuter St,Jarvis St,West,Shuter St,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3740492775166, 43.6555260902496]]}"
4494951,31746,BP-43897,3,Chaplin Cres,Chaplin Cres,South,Yonge St,West,,12,Midtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3969371582961, 43.6981039214705]]}"
4494952,31747,BP-36119,1366,Queen St W,Queen St W,North,Cowan Ave,East,,04,Parkdale Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4328265273875, 43.6414386835564]]}"
4494953,31748,BP-36190,56,Dan Leckie Way,Housey St,North,Dan Leckie Way,West,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3980615171597, 43.6382148968386]]}"
4494954,31750,BP-32119,2229,Queen St E,Queen St E,South,Wineva Ave,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.2956181857239, 43.6709110128601]]}"
4494955,31752,BP-32211,80,Mill St,Mill St,North,Tank House Lane,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3584500693988, 43.6511318839511]]}"
4494956,31753,BP-29542,101,Sherbourne St,Sherbourne St,East,Richmond St E,North,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3692755943965, 43.6535014933127]]}"
4494957,31756,BP-33632,1485,Danforth Ave,Danforth Ave,South,Craven Rd,West,,14,Danforth Mosaic,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3257517240022, 43.6828050314909]]}"
4494958,31757,BP-35787,35,Mariner Ter,Spadina Ave,East,Lake Shore Blvd W,North,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3924455694192, 43.6397262853356]]}"
4494959,31759,BP-40146,249,Queens Quay W,Robertson Cres,West,Queens Quay W,South,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.38548036110062, 43.6383169162025]]}"
4494960,31760,BP-40180,239,Queens Quay W,Queens Quay W,South,Lower Simcoe St,West,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.383751742891, 43.6392452929239]]}"
4494961,31763,BP-44008,349A,Harbord St,Harbord St,South,Ln W Crawford N Harbord,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4209737761593, 43.6591466649895]]}"
4494962,31765,BP-36296,650,Church St,Church St,West,Hayden St,North,,11,Bloor Street,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829873241425, 43.6704112400023]]}"
4494963,31766,BP-36362,277,King St E,King St E,South,Princess St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3673749196286, 43.6514675807488]]}"
4494964,31767,BP-44213,59,Widmer St,Widmer St,East,Ln S Richmond W Widmer,South,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3917725797416, 43.6482676358446]]}"
4494965,31768,BP-34333,140,St George St,Sussex Ave,South,bpNichol Lane,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3995824648241, 43.6652462693945]]}"
4494966,31769,BP-32271,45,Mill St,Mill St,South,Trinity St,West,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3604371819367, 43.6505395983997]]}"
4494967,31770,BP-32345,1753,Queen St E,Queen St E,South,Winners Crcl,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3098583130503, 43.6677648502372]]}"
4494968,31771,BP-34400,246,Bloor St W,Bedford Rd,West,Bloor St W,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3975962896098, 43.6682622858752]]}"
